,species,mirid,mirfam,chrom,start,end,strand
2425,Canis_lupus_familiaris,Hsa-Mir-325,Mir-325,X,60682456,60682515,-
2426,Canis_lupus_familiaris,Hsa-Mir-29-P1b,Mir-29,7,6276074,6276131,-
2427,Canis_lupus_familiaris,Hsa-Mir-29-P1b,Mir-29,7,6339930,6339987,-
2428,Canis_lupus_familiaris,Hsa-Mir-139,Mir-139,21,25806179,25806236,+
2429,Canis_lupus_familiaris,Hsa-Mir-425,Mir-425,20,40501790,40501851,+
2430,Canis_lupus_familiaris,Hsa-Mir-138-P2,Mir-138,2,59993298,59993366,-
2431,Canis_lupus_familiaris,Hsa-Mir-10-P2b,Mir-10,1,105910844,105910903,-
2432,Canis_lupus_familiaris,Hsa-Mir-153-P1,Mir-153,37,25854597,25854656,-
2433,Canis_lupus_familiaris,Hsa-Mir-1301,Mir-1301,17,19851155,19851214,-
2434,Canis_lupus_familiaris,Hsa-Mir-511,Mir-511,2,19444374,19444431,-
2435,Canis_lupus_familiaris,Hsa-Mir-430-P2,Mir-430,32,32655309,32655370,-
2436,Canis_lupus_familiaris,Hsa-Mir-96-P1,Mir-96,14,6831765,6831827,+
2437,Canis_lupus_familiaris,Hsa-Mir-7-P2,Mir-7,3,52222193,52222253,+
2438,Canis_lupus_familiaris,Hsa-Mir-130-P2a,Mir-130,9,34529996,34530055,-
2439,Canis_lupus_familiaris,Hsa-Mir-143,Mir-143,4,60017094,60017148,-
2440,Canis_lupus_familiaris,Hsa-Mir-154-P16,Mir-154,8,69562735,69562791,+
2441,Canis_lupus_familiaris,Hsa-Mir-504-v1,Mir-504,X,110679066,110679124,-
2442,Canis_lupus_familiaris,Hsa-Mir-455,Mir-455,11,69585476,69585532,+
2443,Canis_lupus_familiaris,Hsa-Let-7-P2a3,Let-7,X,45579540,45579610,-
2444,Canis_lupus_familiaris,Hsa-Mir-95-P2,Mir-95,X,58764403,58764458,-
2445,Canis_lupus_familiaris,Hsa-Mir-24-P2,Mir-24,1,71981968,71982027,-
2446,Canis_lupus_familiaris,Hsa-Mir-154-P14,Mir-154,8,69575601,69575654,+
2447,Canis_lupus_familiaris,Hsa-Mir-330-v1,Mir-330,1,110455351,110455413,+
2448,Canis_lupus_familiaris,Hsa-Mir-362-P4,Mir-362,X,42926472,42926530,+
2449,Canis_lupus_familiaris,Hsa-Mir-181-P1b,Mir-181,9,59222881,59222940,-
2450,Canis_lupus_familiaris,Hsa-Mir-15-P2d,Mir-15,X,107042850,107042912,-
2451,Canis_lupus_familiaris,Hsa-Mir-10-P1b-v1,Mir-10,36,20099842,20099902,+
2452,Canis_lupus_familiaris,Hsa-Mir-224,Mir-224,X,122146174,122146242,-
2453,Canis_lupus_familiaris,Hsa-Mir-135-P3,Mir-135,38,1923396,1923456,-
2454,Canis_lupus_familiaris,Hsa-Mir-324,Mir-324,5,32297901,32297957,-
2455,Canis_lupus_familiaris,Hsa-Mir-218-P2,Mir-218,4,43432367,43432429,+
2456,Canis_lupus_familiaris,Hsa-Mir-29-P1a,Mir-29,14,5919034,5919092,+
2457,Canis_lupus_familiaris,Hsa-Mir-652,Mir-652,X,84920612,84920672,+
2458,Canis_lupus_familiaris,Hsa-Mir-1298,Mir-1298,X,89181545,89181617,+
2459,Canis_lupus_familiaris,Hsa-Mir-383-v1,Mir-383,16,40214645,40214706,-
2460,Canis_lupus_familiaris,Hsa-Mir-184,Mir-184,3,58349944,58350004,-
2461,Canis_lupus_familiaris,Hsa-Mir-370,Mir-370,8,69416048,69416103,+
2462,Canis_lupus_familiaris,Hsa-Mir-181-P2b,Mir-181,9,59221648,59221707,-
2463,Canis_lupus_familiaris,Hsa-Mir-34-P3a,Mir-34,2,43003996,43004057,-
2464,Canis_lupus_familiaris,Hsa-Mir-744,Mir-744,5,36286420,36286496,+
2465,Canis_lupus_familiaris,Hsa-Mir-132-P1,Mir-132,9,46984382,46984439,-
2466,Canis_lupus_familiaris,Hsa-Mir-15-P2a,Mir-15,22,1834662,1834725,+
2467,Canis_lupus_familiaris,Hsa-Mir-362-P3,Mir-362,X,42922194,42922251,+
2468,Canis_lupus_familiaris,Hsa-Mir-338-P1-as,Mir-338,9,1524236,1524298,-
2469,Canis_lupus_familiaris,Hsa-Mir-188-P2,Mir-188,X,42915509,42915566,+
2470,Canis_lupus_familiaris,Hsa-Mir-32,Mir-32,11,65330988,65331049,-
2471,Canis_lupus_familiaris,Hsa-Mir-935-v2,Mir-935,1,103900716,103900775,-
2472,Canis_lupus_familiaris,Hsa-Let-7-P2a1,Let-7,1,98521589,98521660,-
2473,Canis_lupus_familiaris,Hsa-Mir-147-v2,Mir-147,30,11937951,11938007,+
2474,Canis_lupus_familiaris,Hsa-Mir-147-v2,Mir-147,4,36643529,36643585,+
2475,Canis_lupus_familiaris,Hsa-Mir-147-v2,Mir-147,15,65140180,65140237,-
2476,Canis_lupus_familiaris,Hsa-Mir-147-v2,Mir-147,15,59606629,59606687,+
2477,Canis_lupus_familiaris,Hsa-Mir-17-P3b,Mir-17,X,106755850,106755910,-
2478,Canis_lupus_familiaris,Hsa-Mir-193-P2a,Mir-193,9,42123736,42123796,-
2479,Canis_lupus_familiaris,Hsa-Mir-128-P2,Mir-128,23,6106255,6106311,+
2480,Canis_lupus_familiaris,Hsa-Mir-26-P2,Mir-26,10,1889492,1889551,-
2481,Canis_lupus_familiaris,Hsa-Mir-127,Mir-127,8,69388431,69388485,+
2482,Canis_lupus_familiaris,Hsa-Mir-346,Mir-346,4,34404395,34404454,-
2483,Canis_lupus_familiaris,Hsa-Mir-199-P1-v1,Mir-199,9,56184392,56184451,+
2484,Canis_lupus_familiaris,Hsa-Mir-6529,Mir-6529,33,23889840,23889900,-
2485,Canis_lupus_familiaris,Hsa-Mir-10-P1b-v2,Mir-10,36,20099843,20099901,+
2486,Canis_lupus_familiaris,Hsa-Mir-197,Mir-197,6,42602914,42602974,-
2487,Canis_lupus_familiaris,Hsa-Mir-124-P2-v1,Mir-124,29,14362152,14362209,+
2488,Canis_lupus_familiaris,Hsa-Mir-188-P1,Mir-188,X,42915899,42915957,+
2489,Canis_lupus_familiaris,Hsa-Mir-205-P1,Mir-205,7,7791126,7791183,+
2490,Canis_lupus_familiaris,Hsa-Mir-154-P4b,Mir-154,8,69540564,69540938,+
2491,Canis_lupus_familiaris,Hsa-Mir-30-P1a,Mir-30,12,34324114,34324176,-
2492,Canis_lupus_familiaris,Hsa-Mir-34-P2a,Mir-34,5,21584353,21584411,-
2493,Canis_lupus_familiaris,Hsa-Mir-92-P1a,Mir-92,22,42879962,42880019,+
2494,Canis_lupus_familiaris,Hsa-Mir-154-P12,Mir-154,8,69576044,69576098,+
2495,Canis_lupus_familiaris,Hsa-Mir-148-P1,Mir-148,14,39240693,39240752,-
2496,Canis_lupus_familiaris,Hsa-Mir-29-P2b-v1,Mir-29,7,6340469,6340532,-
2497,Canis_lupus_familiaris,Hsa-Mir-19-P2a,Mir-19,22,42879845,42879904,+
2498,Canis_lupus_familiaris,Hsa-Mir-105-P1,Mir-105,X,122625404,122625462,-
2499,Canis_lupus_familiaris,Hsa-Mir-326,Mir-326,21,23443503,23443561,+
2500,Canis_lupus_familiaris,Hsa-Mir-96-P3-v1,Mir-96,14,6831540,6831600,+
2501,Canis_lupus_familiaris,Hsa-Mir-95-P4,Mir-95,X,89114047,89114108,+
2502,Canis_lupus_familiaris,Hsa-Mir-199-P1-v2,Mir-199,9,56184392,56184451,+
2503,Canis_lupus_familiaris,Hsa-Mir-450-P3,Mir-450,X,107037039,107037096,-
2504,Canis_lupus_familiaris,Hsa-Let-7-P2a2,Let-7,10,20768085,20768152,-
2505,Canis_lupus_familiaris,Hsa-Mir-452-v2,Mir-452,X,122147220,122147276,-
2506,Canis_lupus_familiaris,Hsa-Mir-15-P1c,Mir-15,5,32150747,32150808,-
2507,Canis_lupus_familiaris,Hsa-Mir-489-v2,Mir-489,14,18787226,18787287,-
2508,Canis_lupus_familiaris,Hsa-Mir-148-P2,Mir-148,9,25128568,25128626,-
2509,Canis_lupus_familiaris,Hsa-Mir-590,Mir-590,6,6000974,6001034,-
2510,Canis_lupus_familiaris,Hsa-Mir-154-P6,Mir-154,8,69572594,69572652,+
2511,Canis_lupus_familiaris,Hsa-Mir-452-v1,Mir-452,X,122147219,122147279,-
2512,Canis_lupus_familiaris,Hsa-Let-7-P2c1,Let-7,1,98519320,98519394,-
2513,Canis_lupus_familiaris,Hsa-Mir-154-P10,Mir-154,8,69564767,69564823,+
2514,Canis_lupus_familiaris,Hsa-Mir-10-P1a-v1,Mir-10,9,25636582,25636644,-
2515,Canis_lupus_familiaris,Hsa-Mir-142-v2,Mir-142,9,33784009,33784067,-
2516,Canis_lupus_familiaris,Hsa-Mir-192-P1,Mir-192,18,53322282,53322345,+
2517,Canis_lupus_familiaris,Hsa-Mir-101-P2-v2,Mir-101,1,93749528,93749585,+
2518,Canis_lupus_familiaris,Hsa-Mir-376-P1,Mir-376,8,69552968,69553024,+
2519,Canis_lupus_familiaris,Hsa-Mir-214-v2,Mir-214,7,26569359,26569420,+
2520,Canis_lupus_familiaris,Hsa-Mir-499,Mir-499,24,24721504,24721561,+
2521,Canis_lupus_familiaris,Hsa-Mir-190-P2,Mir-190,7,42908082,42908140,+
2522,Canis_lupus_familiaris,Hsa-Mir-592,Mir-592,14,8955549,8955607,+
2523,Canis_lupus_familiaris,Hsa-Mir-154-P18,Mir-154,8,69543109,69543163,+
2524,Canis_lupus_familiaris,Hsa-Mir-551-P1,Mir-551,5,58313770,58313829,-
2525,Canis_lupus_familiaris,Hsa-Mir-154-P7,Mir-154,8,69535516,69535573,+
2526,Canis_lupus_familiaris,Hsa-Mir-138-P1,Mir-138,23,2472864,2472924,-
2527,Canis_lupus_familiaris,Hsa-Mir-430-P3,Mir-430,32,32655176,32655231,-
2528,Canis_lupus_familiaris,Hsa-Mir-589,Mir-589,6,12590455,12590515,+
2529,Canis_lupus_familiaris,Hsa-Mir-504-v2,Mir-504,X,110679067,110679123,-
2530,Canis_lupus_familiaris,Hsa-Mir-615,Mir-615,27,1232286,1232348,-
2531,Canis_lupus_familiaris,Hsa-Mir-199-P3-v1,Mir-199,7,26563536,26563595,+
2532,Canis_lupus_familiaris,Hsa-Mir-185,Mir-185,26,30699896,30699951,-
2533,Canis_lupus_familiaris,Hsa-Mir-208-P1,Mir-208,8,3744657,3744713,-
2534,Canis_lupus_familiaris,Hsa-Mir-29-P2b-v2,Mir-29,7,6340470,6340531,-
2535,Canis_lupus_familiaris,Hsa-Mir-92-P2c,Mir-92,6,9435993,9436050,+
2536,Canis_lupus_familiaris,Hsa-Mir-9851,Mir-9851,28,27908443,27908499,-
2537,Canis_lupus_familiaris,Hsa-Mir-136-v2,Mir-136,8,69390104,69390158,+
2538,Canis_lupus_familiaris,Hsa-Mir-33-P2,Mir-33,5,41791067,41791124,+
2539,Canis_lupus_familiaris,Hsa-Mir-769,Mir-769,1,110149551,110149611,-
2540,Canis_lupus_familiaris,Hsa-Mir-30-P1c,Mir-30,13,31276123,31276182,-
2541,Canis_lupus_familiaris,Hsa-Mir-376-P4,Mir-376,8,69551824,69551880,+
2542,Canis_lupus_familiaris,Hsa-Mir-146-P1,Mir-146,4,50684050,50684107,-
2543,Canis_lupus_familiaris,Hsa-Mir-551-P2,Mir-551,34,33370123,33370181,+
2544,Canis_lupus_familiaris,Hsa-Mir-133-P3-v1,Mir-133,12,20308706,20308763,+
2545,Canis_lupus_familiaris,Hsa-Mir-17-P2b,Mir-17,X,106756100,106756164,-
2546,Canis_lupus_familiaris,Hsa-Mir-204-P1,Mir-204,1,87271367,87271425,+
2547,Canis_lupus_familiaris,Hsa-Mir-218-P1,Mir-218,3,90029028,90029091,-
2548,Canis_lupus_familiaris,Hsa-Mir-181-P1a,Mir-181,7,3709034,3709094,+
2549,Canis_lupus_familiaris,Hsa-Mir-23-P2,Mir-23,1,71982708,71982768,-
2550,Canis_lupus_familiaris,Hsa-Mir-671,Mir-671,16,17001180,17001238,+
2551,Canis_lupus_familiaris,Hsa-Let-7-P1b,Let-7,1,105910657,105910723,-
2552,Canis_lupus_familiaris,Hsa-Mir-154-P3a-v2,Mir-154,8,69539203,69539257,+
2553,Canis_lupus_familiaris,Hsa-Mir-1-P2,Mir-1,7,66279104,66279163,+
2554,Canis_lupus_familiaris,Hsa-Mir-19-P2b,Mir-19,X,106755717,106755782,-
2555,Canis_lupus_familiaris,Hsa-Mir-374-P1,Mir-374,X,58804747,58804798,-
2556,Canis_lupus_familiaris,Hsa-Mir-154-P28a,Mir-154,8,69554883,69554941,+
2557,Canis_lupus_familiaris,Hsa-Mir-7-P1,Mir-7,1,75811058,75811120,+
2558,Canis_lupus_familiaris,Hsa-Mir-9-P1,Mir-9,7,41374384,41374443,+
2559,Canis_lupus_familiaris,Hsa-Mir-1343,Mir-1343,18,33601012,33601070,-
2560,Canis_lupus_familiaris,Hsa-Mir-191,Mir-191,20,40501312,40501374,+
2561,Canis_lupus_familiaris,Hsa-Mir-140-v1,Mir-140,5,80244522,80244583,-
2562,Canis_lupus_familiaris,Hsa-Mir-126-v3,Mir-126,9,49756800,49756858,-
2563,Canis_lupus_familiaris,Hsa-Mir-194-P2,Mir-194,38,14930881,14930938,-
2564,Canis_lupus_familiaris,Hsa-Mir-33-P1,Mir-33,10,24201614,24201674,-
2565,Canis_lupus_familiaris,Hsa-Let-7-P2b2,Let-7,10,20767157,20767232,-
2566,Canis_lupus_familiaris,Hsa-Mir-653,Mir-653,14,18786521,18786579,-
2567,Canis_lupus_familiaris,Hsa-Mir-154-P19,Mir-154,8,69546879,69546935,+
2568,Canis_lupus_familiaris,Hsa-Mir-1271,Mir-1271,4,37318674,37318731,-
2569,Canis_lupus_familiaris,Hsa-Mir-154-P4a,Mir-154,8,69540248,69540306,+
2570,Canis_lupus_familiaris,Hsa-Mir-154-P4a,Mir-154,8,69540564,69540622,+
2571,Canis_lupus_familiaris,Hsa-Mir-128-P1,Mir-128,19,39881918,39881972,+
2572,Canis_lupus_familiaris,Hsa-Mir-130-P4a,Mir-130,9,34519574,34519638,-
2573,Canis_lupus_familiaris,Hsa-Mir-154-P23,Mir-154,8,69552363,69552417,+
2574,Canis_lupus_familiaris,Hsa-Mir-199-P2-v2,Mir-199,20,50932581,50932642,+
2575,Canis_lupus_familiaris,Hsa-Mir-193-P2b,Mir-193,6,29036363,29036423,-
2576,Canis_lupus_familiaris,Hsa-Mir-154-P9,Mir-154,8,69556637,69556698,+
2577,Canis_lupus_familiaris,Hsa-Mir-375,Mir-375,37,25583495,25583551,-
2578,Canis_lupus_familiaris,Hsa-Mir-154-P8,Mir-154,8,69538473,69538528,+
2579,Canis_lupus_familiaris,Hsa-Mir-760,Mir-760,6,55651633,55651690,-
2580,Canis_lupus_familiaris,Hsa-Mir-92-P1b,Mir-92,X,106755582,106755642,-
2581,Canis_lupus_familiaris,Hsa-Mir-15-P2b,Mir-15,34,26517470,26517533,+
2582,Canis_lupus_familiaris,Hsa-Mir-135-P1,Mir-135,20,37811981,37812039,+
2583,Canis_lupus_familiaris,Hsa-Mir-1908,Mir-1908,18,55714251,55714304,+
2584,Canis_lupus_familiaris,Hsa-Mir-92-P1c,Mir-92,7,42207684,42207746,-
2585,Canis_lupus_familiaris,Hsa-Mir-30-P1b,Mir-30,15,2372685,2372748,-
2586,Canis_lupus_familiaris,Hsa-Mir-544,Mir-544,8,69559319,69559374,+
2587,Canis_lupus_familiaris,Hsa-Mir-219-P2,Mir-219,9,56061207,56061270,+
2588,Canis_lupus_familiaris,Hsa-Mir-154-P29,Mir-154,8,69543547,69543602,+
2589,Canis_lupus_familiaris,Hsa-Let-7-P2c3,Let-7,20,37851449,37851525,+
2590,Canis_lupus_familiaris,Hsa-Mir-1-P1,Mir-1,24,47351554,47351613,+
2591,Canis_lupus_familiaris,Hsa-Mir-432,Mir-432,8,69389917,69389984,+
2592,Canis_lupus_familiaris,Hsa-Mir-488,Mir-488,7,22344636,22344693,+
2593,Canis_lupus_familiaris,Hsa-Mir-154-P20-v2,Mir-154,8,69571070,69571124,+
2594,Canis_lupus_familiaris,Hsa-Mir-193-P1b,Mir-193,6,29041272,29041330,-
2595,Canis_lupus_familiaris,Hsa-Mir-374-P2,Mir-374,X,58764565,58764616,-
2596,Canis_lupus_familiaris,Hsa-Mir-376-P2,Mir-376,8,69552208,69552264,+
2597,Canis_lupus_familiaris,Hsa-Mir-296,Mir-296,24,44436455,44436509,-
2598,Canis_lupus_familiaris,Hsa-Mir-628,Mir-628,30,20918672,20918732,-
2599,Canis_lupus_familiaris,Hsa-Mir-199-P2-v3,Mir-199,20,50932581,50932642,+
2600,Canis_lupus_familiaris,Hsa-Mir-124-P2-v2,Mir-124,29,14362152,14362208,+
2601,Canis_lupus_familiaris,Hsa-Mir-208-P2,Mir-208,8,3772902,3772958,-
2602,Canis_lupus_familiaris,Hsa-Mir-154-P13,Mir-154,8,69536804,69536858,+
2603,Canis_lupus_familiaris,Hsa-Mir-154-P2-v2,Mir-154,8,69537263,69537314,+
2604,Canis_lupus_familiaris,Hsa-Mir-95-P3-v1,Mir-95,X,58804575,58804637,-
2605,Canis_lupus_familiaris,Hsa-Mir-28-P1,Mir-28,34,20905412,20905472,+
2606,Canis_lupus_familiaris,Hsa-Mir-154-P5,Mir-154,8,69575741,69575795,+
2607,Canis_lupus_familiaris,Hsa-Mir-223,Mir-223,X,51802403,51802466,+
2608,Canis_lupus_familiaris,Hsa-Mir-542-v2,Mir-542,X,107038112,107038168,-
2609,Canis_lupus_familiaris,Hsa-Mir-27-P2,Mir-27,1,71982476,71982538,-
2610,Canis_lupus_familiaris,Hsa-Mir-146-P2,Mir-146,28,15414566,15414624,+
2611,Canis_lupus_familiaris,Hsa-Mir-92-P2b,Mir-92,X,106755414,106755478,-
2612,Canis_lupus_familiaris,Hsa-Mir-338-P1,Mir-338,9,1524237,1524294,+
2613,Canis_lupus_familiaris,Hsa-Mir-95-P3-v2,Mir-95,X,58804576,58804635,-
2614,Canis_lupus_familiaris,Hsa-Mir-199-P3-v3,Mir-199,7,26563536,26563595,+
2615,Canis_lupus_familiaris,Hsa-Mir-493,Mir-493,8,69377759,69377819,+
2616,Canis_lupus_familiaris,Hsa-Mir-448,Mir-448,X,89270900,89270976,+
2617,Canis_lupus_familiaris,Hsa-Mir-362-P1,Mir-362,X,42921213,42921270,+
2618,Canis_lupus_familiaris,Hsa-Mir-96-P3-v2,Mir-96,14,6831541,6831599,+
2619,Canis_lupus_familiaris,Hsa-Mir-10-P1a-v2,Mir-10,9,25636583,25636643,-
2620,Canis_lupus_familiaris,Hsa-Mir-17-P3a,Mir-17,22,42879710,42879767,+
2621,Canis_lupus_familiaris,Hsa-Mir-10-P2a,Mir-10,5,11996861,11996916,+
2622,Canis_lupus_familiaris,Hsa-Mir-2355,Mir-2355,37,15485719,15485785,-
2623,Canis_lupus_familiaris,Hsa-Let-7-P2b3,Let-7,X,45578697,45578775,-
2624,Canis_lupus_familiaris,Hsa-Mir-101-P2-v1,Mir-101,1,93749529,93749584,+
2625,Canis_lupus_familiaris,Hsa-Let-7-P1c,Let-7,31,13288728,13288793,+
2626,Bos_taurus,Hsa-Mir-1912,Mir-1912,X,62991614,62991667,+
2627,Bos_taurus,Hsa-Mir-129-P1,Mir-129,4,92407946,92408010,+
2628,Bos_taurus,Hsa-Mir-1296,Mir-1296,28,19489854,19489918,-
2629,Bos_taurus,Hsa-Mir-193-P1a,Mir-193,19,18474472,18474527,-
2630,Bos_taurus,Hsa-Mir-133-P1-v2,Mir-133,13,54735670,54735729,-
2631,Bos_taurus,Hsa-Mir-154-P15,Mir-154,21,65944609,65944666,+
2632,Bos_taurus,Hsa-Mir-142-v3,Mir-142,19,9301445,9301503,-
2633,Bos_taurus,Hsa-Mir-130-P2b,Mir-130,17,72109223,72109280,-
2634,Bos_taurus,Hsa-Mir-459,Mir-459,1,148014652,148014711,+
2635,Bos_taurus,Hsa-Mir-17-P1a,Mir-17,12,65689429,65689487,+
2636,Bos_taurus,Hsa-Mir-376-P3,Mir-376,21,65929715,65929771,+
2637,Bos_taurus,Hsa-Mir-103-P2,Mir-103,13,51282169,51282228,-
2638,Bos_taurus,Hsa-Mir-142-v1,Mir-142,19,9301445,9301503,-
2639,Bos_taurus,Hsa-Mir-486,Mir-486,27,36572786,36572849,-
2640,Bos_taurus,Hsa-Mir-873-v1,Mir-873,8,15215607,15215664,+
2641,Bos_taurus,Hsa-Mir-330-v2,Mir-330,18,53226516,53226579,-
2642,Bos_taurus,Hsa-Mir-145,Mir-145,7,60813564,60813622,+
2643,Bos_taurus,Hsa-Mir-430-P4,Mir-430,6,12980949,12981010,+
2644,Bos_taurus,Hsa-Mir-873-v2,Mir-873,8,15215608,15215663,+
2645,Bos_taurus,Hsa-Mir-430-P5,Mir-430,18,60903181,60903238,+
2646,Bos_taurus,Hsa-Mir-135-P2,Mir-135,5,61775976,61776034,+
2647,Bos_taurus,Hsa-Mir-1247,Mir-1247,21,66493377,66493434,-
2648,Bos_taurus,Hsa-Mir-129-P2,Mir-129,15,73674114,73674176,+
2649,Bos_taurus,Hsa-Mir-15-P2c,Mir-15,19,26807519,26807579,-
2650,Bos_taurus,Hsa-Mir-1249,Mir-1249,5,115620095,115620153,-
2651,Bos_taurus,Hsa-Mir-433,Mir-433,21,65779606,65779678,+
2652,Bos_taurus,Hsa-Mir-876,Mir-876,8,15239273,15239330,+
2653,Bos_taurus,Hsa-Mir-8-P2b,Mir-8,5,103499259,103499321,-
2654,Bos_taurus,Hsa-Let-7-P2b1,Let-7,8,85450755,85450830,+
2655,Bos_taurus,Hsa-Mir-34-P3b,Mir-34,20,23943206,23943265,+
2656,Bos_taurus,Hsa-Mir-378,Mir-378,7,61076256,61076314,+
2657,Bos_taurus,Hsa-Mir-133-P1-v1,Mir-133,13,54735670,54735729,-
2658,Bos_taurus,Hsa-Mir-582,Mir-582,20,19584396,19584454,+
2659,Bos_taurus,Hsa-Mir-383-v2,Mir-383,27,22249022,22249083,+
2660,Bos_taurus,Hsa-Mir-154-P2-v1,Mir-154,21,65914211,65914264,+
2661,Bos_taurus,Hsa-Mir-31,Mir-31,8,22502385,22502442,+
2662,Bos_taurus,Hsa-Mir-133-P2-v1,Mir-133,24,34456704,34456762,+
2663,Bos_taurus,Hsa-Mir-506-P3,Mir-506,X,30015441,30015498,-
2664,Bos_taurus,Hsa-Mir-541,Mir-541,21,65952999,65953063,+
2665,Bos_taurus,Hsa-Mir-126-v1,Mir-126,11,104085480,104085537,+
2666,Bos_taurus,Hsa-Mir-30-P2a,Mir-30,9,10494828,10494889,-
2667,Bos_taurus,Hsa-Mir-130-P1a,Mir-130,15,80888266,80888326,+
2668,Bos_taurus,Hsa-Mir-130-P1b,Mir-130,17,72108902,72108961,-
2669,Bos_taurus,Hsa-Mir-155,Mir-155,1,10848650,10848710,-
2670,Bos_taurus,Hsa-Mir-147-v1,Mir-147,10,65015867,65015926,-
2671,Bos_taurus,Hsa-Mir-430-P1,Mir-430,6,12980773,12980832,+
2672,Bos_taurus,Hsa-Mir-190-P1,Mir-190,10,47265571,47265628,-
2673,Bos_taurus,Hsa-Mir-122-as,Mir-122,24,57588151,57588208,-
2674,Bos_taurus,Hsa-Mir-154-P25,Mir-154,21,65955341,65955396,+
2675,Bos_taurus,Hsa-Mir-574,Mir-574,6,58092051,58092107,+
2676,Bos_taurus,Hsa-Mir-10-P3c,Mir-10,1,20385513,20385573,-
2677,Bos_taurus,Hsa-Mir-154-P20-v1,Mir-154,21,65949537,65949589,+
2678,Bos_taurus,Hsa-Mir-219-P2-as,Mir-219,11,98985289,98985352,+
2679,Bos_taurus,Hsa-Mir-154-P24,Mir-154,21,65937983,65938041,+
2680,Bos_taurus,Hsa-Mir-10-P3a,Mir-10,15,32763913,32763974,-
2681,Bos_taurus,Hsa-Mir-154-P21,Mir-154,21,65935014,65935076,+
2682,Bos_taurus,Hsa-Mir-96-P2,Mir-96,4,93591446,93591510,-
2683,Bos_taurus,Hsa-Mir-766,Mir-766,X,3993741,3993799,-
2684,Bos_taurus,Hsa-Mir-1287,Mir-1287,26,19476982,19477042,-
2685,Bos_taurus,Hsa-Mir-132-P2,Mir-132,19,23071155,23071216,-
2686,Bos_taurus,Hsa-Mir-450-P1,Mir-450,X,18236396,18236452,-
2687,Bos_taurus,Hsa-Mir-17-P2a,Mir-17,12,65689564,65689626,+
2688,Bos_taurus,Hsa-Mir-423,Mir-423,19,21238022,21238079,+
2689,Bos_taurus,Hsa-Mir-489-v1,Mir-489,4,10822882,10822941,-
2690,Bos_taurus,Hsa-Mir-3187,Mir-3187,7,43379441,43379496,+
2691,Bos_taurus,Hsa-Mir-136-v1,Mir-136,21,65782383,65782437,+
2692,Bos_taurus,Hsa-Mir-124-P3-v1,Mir-124,13,54355353,54355412,-
2693,Bos_taurus,Hsa-Mir-506-P4a2,Mir-506,X,30024788,30024845,-
2694,Bos_taurus,Hsa-Mir-92-P2a,Mir-92,6,12981075,12981133,+
2695,Bos_taurus,Hsa-Mir-1251,Mir-1251,5,61701396,61701453,+
2696,Bos_taurus,Hsa-Mir-103-P1,Mir-103,20,312543,312602,-
2697,Bos_taurus,Hsa-Mir-331,Mir-331,5,24946435,24946489,+
2698,Bos_taurus,Hsa-Mir-328,Mir-328,18,34837727,34837788,-
2699,Bos_taurus,Hsa-Mir-599,Mir-599,14,64795514,64795571,+
2700,Bos_taurus,Hsa-Mir-451,Mir-451,19,20238539,20238580,-
2701,Bos_taurus,Hsa-Mir-126-v2,Mir-126,11,104085480,104085537,+
2702,Bos_taurus,Hsa-Mir-149,Mir-149,3,119882812,119882872,+
2703,Bos_taurus,Hsa-Mir-340,Mir-340,7,1249038,1249101,+
2704,Bos_taurus,Hsa-Mir-199-P1-v3,Mir-199,11,98855761,98855821,-
2705,Bos_taurus,Hsa-Mir-875,Mir-875,14,64795369,64795424,+
2706,Bos_taurus,Hsa-Mir-105-P2,Mir-105,X,34769268,34769325,-
2707,Bos_taurus,Hsa-Mir-670,Mir-670,15,73648236,73648298,+
2708,Bos_taurus,Hsa-Mir-17-P1b,Mir-17,X,17976339,17976397,-
2709,Bos_taurus,Hsa-Mir-935-v1,Mir-935,18,61651412,61651470,+
2710,Bos_taurus,Hsa-Mir-196-P2,Mir-196,5,26040804,26040862,-
2711,Bos_taurus,Hsa-Mir-345,Mir-345,21,65217726,65217782,+
2712,Bos_taurus,Hsa-Mir-1307,Mir-1307,26,23985877,23985938,-
2713,Bos_taurus,Hsa-Mir-140-v2,Mir-140,18,36962028,36962088,+
2714,Bos_taurus,Hsa-Mir-9-P3,Mir-9,21,20839141,20839200,+
2715,Bos_taurus,Hsa-Mir-150,Mir-150,18,55954139,55954195,-
2716,Bos_taurus,Hsa-Mir-450-P2,Mir-450,X,18236541,18236597,-
2717,Bos_taurus,Hsa-Mir-153-P2,Mir-153,4,118753595,118753655,-
2718,Bos_taurus,Hsa-Mir-15-P1b,Mir-15,1,107073784,107073843,-
2719,Bos_taurus,Hsa-Mir-103-P3,Mir-103,26,11256218,11256277,-
2720,Bos_taurus,Hsa-Mir-181-P2a,Mir-181,16,77762678,77762738,-
2721,Bos_taurus,Hsa-Mir-28-P3,Mir-28,29,16596087,16596154,+
2722,Bos_taurus,Hsa-Mir-335,Mir-335,4,94255095,94255151,+
2723,Bos_taurus,Hsa-Mir-34-P1,Mir-34,16,44308945,44309009,+
2724,Bos_taurus,Hsa-Mir-6715,Mir-6715,26,32830992,32831047,+
2725,Bos_taurus,Hsa-Mir-19-P1,Mir-19,12,65689711,65689767,+
2726,Bos_taurus,Hsa-Mir-124-P3-v2,Mir-124,13,54355354,54355412,-
