,species,mirid,mirfam,chrom,start,end,strand,True_positive
2578,Canis_lupus_familiaris,Hsa-Mir-154-P8,Mir-154,8,69538473,69538528,+,False_chromo
2579,Canis_lupus_familiaris,Hsa-Mir-760,Mir-760,6,55651633,55651690,-,False_chromo
2580,Canis_lupus_familiaris,Hsa-Mir-92-P1b,Mir-92,X,106755582,106755642,-,False_chromo
2581,Canis_lupus_familiaris,Hsa-Mir-15-P2b,Mir-15,34,26517470,26517533,+,False_chromo
2582,Canis_lupus_familiaris,Hsa-Mir-135-P1,Mir-135,20,37811981,37812039,+,False_chromo
2583,Canis_lupus_familiaris,Hsa-Mir-1908,Mir-1908,18,55714251,55714304,+,False_chromo
2584,Canis_lupus_familiaris,Hsa-Mir-92-P1c,Mir-92,7,42207684,42207746,-,False_chromo
2585,Canis_lupus_familiaris,Hsa-Mir-30-P1b,Mir-30,15,2372685,2372748,-,False_chromo
2586,Canis_lupus_familiaris,Hsa-Mir-544,Mir-544,8,69559319,69559374,+,False_chromo
2587,Canis_lupus_familiaris,Hsa-Mir-219-P2,Mir-219,9,56061207,56061270,+,False_chromo
2588,Canis_lupus_familiaris,Hsa-Mir-154-P29,Mir-154,8,69543547,69543602,+,False_chromo
2589,Canis_lupus_familiaris,Hsa-Let-7-P2c3,Let-7,20,37851449,37851525,+,False_chromo
2590,Canis_lupus_familiaris,Hsa-Mir-1-P1,Mir-1,24,47351554,47351613,+,False_chromo
2591,Canis_lupus_familiaris,Hsa-Mir-432,Mir-432,8,69389917,69389984,+,False_chromo
2592,Canis_lupus_familiaris,Hsa-Mir-488,Mir-488,7,22344636,22344693,+,False_chromo
2593,Canis_lupus_familiaris,Hsa-Mir-154-P20-v2,Mir-154,8,69571070,69571124,+,False_chromo
2594,Canis_lupus_familiaris,Hsa-Mir-193-P1b,Mir-193,6,29041272,29041330,-,False_chromo
2595,Canis_lupus_familiaris,Hsa-Mir-374-P2,Mir-374,X,58764565,58764616,-,False_chromo
2596,Canis_lupus_familiaris,Hsa-Mir-376-P2,Mir-376,8,69552208,69552264,+,False_chromo
2597,Canis_lupus_familiaris,Hsa-Mir-296,Mir-296,24,44436455,44436509,-,False_chromo
2598,Canis_lupus_familiaris,Hsa-Mir-628,Mir-628,30,20918672,20918732,-,False_chromo
2599,Canis_lupus_familiaris,Hsa-Mir-199-P2-v3,Mir-199,20,50932581,50932642,+,False_chromo
2600,Canis_lupus_familiaris,Hsa-Mir-124-P2-v2,Mir-124,29,14362152,14362208,+,False_chromo
2601,Canis_lupus_familiaris,Hsa-Mir-208-P2,Mir-208,8,3772902,3772958,-,False_chromo
2602,Canis_lupus_familiaris,Hsa-Mir-154-P13,Mir-154,8,69536804,69536858,+,False_chromo
2603,Canis_lupus_familiaris,Hsa-Mir-154-P2-v2,Mir-154,8,69537263,69537314,+,False_chromo
2604,Canis_lupus_familiaris,Hsa-Mir-95-P3-v1,Mir-95,X,58804575,58804637,-,False_chromo
2605,Canis_lupus_familiaris,Hsa-Mir-28-P1,Mir-28,34,20905412,20905472,+,False_chromo
2606,Canis_lupus_familiaris,Hsa-Mir-154-P5,Mir-154,8,69575741,69575795,+,False_chromo
2607,Canis_lupus_familiaris,Hsa-Mir-223,Mir-223,X,51802403,51802466,+,False_chromo
2608,Canis_lupus_familiaris,Hsa-Mir-542-v2,Mir-542,X,107038112,107038168,-,False_chromo
2609,Canis_lupus_familiaris,Hsa-Mir-27-P2,Mir-27,1,71982476,71982538,-,False_chromo
2610,Canis_lupus_familiaris,Hsa-Mir-146-P2,Mir-146,28,15414566,15414624,+,False_chromo
2611,Canis_lupus_familiaris,Hsa-Mir-92-P2b,Mir-92,X,106755414,106755478,-,False_chromo
2612,Canis_lupus_familiaris,Hsa-Mir-338-P1,Mir-338,9,1524237,1524294,+,False_chromo
2613,Canis_lupus_familiaris,Hsa-Mir-95-P3-v2,Mir-95,X,58804576,58804635,-,False_chromo
2614,Canis_lupus_familiaris,Hsa-Mir-199-P3-v3,Mir-199,7,26563536,26563595,+,False_chromo
2615,Canis_lupus_familiaris,Hsa-Mir-493,Mir-493,8,69377759,69377819,+,False_chromo
2616,Canis_lupus_familiaris,Hsa-Mir-448,Mir-448,X,89270900,89270976,+,False_chromo
2617,Canis_lupus_familiaris,Hsa-Mir-362-P1,Mir-362,X,42921213,42921270,+,False_chromo
2618,Canis_lupus_familiaris,Hsa-Mir-96-P3-v2,Mir-96,14,6831541,6831599,+,False_chromo
2619,Canis_lupus_familiaris,Hsa-Mir-10-P1a-v2,Mir-10,9,25636583,25636643,-,False_chromo
2620,Canis_lupus_familiaris,Hsa-Mir-17-P3a,Mir-17,22,42879710,42879767,+,False_chromo
2621,Canis_lupus_familiaris,Hsa-Mir-10-P2a,Mir-10,5,11996861,11996916,+,False_chromo
2622,Canis_lupus_familiaris,Hsa-Mir-2355,Mir-2355,37,15485719,15485785,-,False_chromo
2623,Canis_lupus_familiaris,Hsa-Let-7-P2b3,Let-7,X,45578697,45578775,-,False_chromo
2624,Canis_lupus_familiaris,Hsa-Mir-101-P2-v1,Mir-101,1,93749529,93749584,+,False_chromo
2625,Canis_lupus_familiaris,Hsa-Let-7-P1c,Let-7,31,13288728,13288793,+,False_chromo
2626,Bos_taurus,Hsa-Mir-1912,Mir-1912,X,62991614,62991667,+,False_chromo
2627,Bos_taurus,Hsa-Mir-129-P1,Mir-129,4,92407946,92408010,+,False_location
2628,Bos_taurus,Hsa-Mir-1296,Mir-1296,28,19489854,19489918,-,False_location
2629,Bos_taurus,Hsa-Mir-193-P1a,Mir-193,19,18474472,18474527,-,False_location
2630,Bos_taurus,Hsa-Mir-133-P1-v2,Mir-133,13,54735670,54735729,-,False_location
2631,Bos_taurus,Hsa-Mir-154-P15,Mir-154,21,65944609,65944666,+,False_location
2632,Bos_taurus,Hsa-Mir-142-v3,Mir-142,19,9301445,9301503,-,False_location
2633,Bos_taurus,Hsa-Mir-130-P2b,Mir-130,17,72109223,72109280,-,False_location
2634,Bos_taurus,Hsa-Mir-459,Mir-459,1,148014652,148014711,+,False_location
2635,Bos_taurus,Hsa-Mir-17-P1a,Mir-17,12,65689429,65689487,+,False_location
2636,Bos_taurus,Hsa-Mir-376-P3,Mir-376,21,65929715,65929771,+,False_location
2637,Bos_taurus,Hsa-Mir-103-P2,Mir-103,13,51282169,51282228,-,False_location
2638,Bos_taurus,Hsa-Mir-142-v1,Mir-142,19,9301445,9301503,-,False_location
2639,Bos_taurus,Hsa-Mir-486,Mir-486,27,36572786,36572849,-,False_location
2640,Bos_taurus,Hsa-Mir-873-v1,Mir-873,8,15215607,15215664,+,False_location
2641,Bos_taurus,Hsa-Mir-330-v2,Mir-330,18,53226516,53226579,-,False_location
2642,Bos_taurus,Hsa-Mir-145,Mir-145,7,60813564,60813622,+,False_location
2643,Bos_taurus,Hsa-Mir-430-P4,Mir-430,6,12980949,12981010,+,False_location
2644,Bos_taurus,Hsa-Mir-873-v2,Mir-873,8,15215608,15215663,+,False_location
2645,Bos_taurus,Hsa-Mir-430-P5,Mir-430,18,60903181,60903238,+,False_location
2646,Bos_taurus,Hsa-Mir-135-P2,Mir-135,5,61775976,61776034,+,False_location
2647,Bos_taurus,Hsa-Mir-1247,Mir-1247,21,66493377,66493434,-,False_location
2648,Bos_taurus,Hsa-Mir-129-P2,Mir-129,15,73674114,73674176,+,False_location
2649,Bos_taurus,Hsa-Mir-15-P2c,Mir-15,19,26807519,26807579,-,False_location
2650,Bos_taurus,Hsa-Mir-1249,Mir-1249,5,115620095,115620153,-,False_location
2651,Bos_taurus,Hsa-Mir-433,Mir-433,21,65779606,65779678,+,False_location
2652,Bos_taurus,Hsa-Mir-876,Mir-876,8,15239273,15239330,+,False_location
2653,Bos_taurus,Hsa-Mir-8-P2b,Mir-8,5,103499259,103499321,-,False_location
2654,Bos_taurus,Hsa-Let-7-P2b1,Let-7,8,85450755,85450830,+,False_location
2655,Bos_taurus,Hsa-Mir-34-P3b,Mir-34,20,23943206,23943265,+,False_location
2656,Bos_taurus,Hsa-Mir-378,Mir-378,7,61076256,61076314,+,False_location
2657,Bos_taurus,Hsa-Mir-133-P1-v1,Mir-133,13,54735670,54735729,-,False_location
2658,Bos_taurus,Hsa-Mir-582,Mir-582,20,19584396,19584454,+,False_location
2659,Bos_taurus,Hsa-Mir-383-v2,Mir-383,27,22249022,22249083,+,False_location
2660,Bos_taurus,Hsa-Mir-154-P2-v1,Mir-154,21,65914211,65914264,+,False_location
2661,Bos_taurus,Hsa-Mir-31,Mir-31,8,22502385,22502442,+,False_location
2662,Bos_taurus,Hsa-Mir-133-P2-v1,Mir-133,24,34456704,34456762,+,False_location
2663,Bos_taurus,Hsa-Mir-506-P3,Mir-506,X,30015441,30015498,-,False_chromo
2664,Bos_taurus,Hsa-Mir-541,Mir-541,21,65952999,65953063,+,False_location
2665,Bos_taurus,Hsa-Mir-126-v1,Mir-126,11,104085480,104085537,+,False_location
2666,Bos_taurus,Hsa-Mir-30-P2a,Mir-30,9,10494828,10494889,-,False_location
2667,Bos_taurus,Hsa-Mir-130-P1a,Mir-130,15,80888266,80888326,+,False_location
2668,Bos_taurus,Hsa-Mir-130-P1b,Mir-130,17,72108902,72108961,-,False_location
2669,Bos_taurus,Hsa-Mir-155,Mir-155,1,10848650,10848710,-,False_location
2670,Bos_taurus,Hsa-Mir-147-v1,Mir-147,10,65015867,65015926,-,False_location
2671,Bos_taurus,Hsa-Mir-430-P1,Mir-430,6,12980773,12980832,+,False_location
2672,Bos_taurus,Hsa-Mir-190-P1,Mir-190,10,47265571,47265628,-,False_location
2673,Bos_taurus,Hsa-Mir-122-as,Mir-122,24,57588151,57588208,-,False_location
2674,Bos_taurus,Hsa-Mir-154-P25,Mir-154,21,65955341,65955396,+,False_location
2675,Bos_taurus,Hsa-Mir-574,Mir-574,6,58092051,58092107,+,False_chromo
2676,Bos_taurus,Hsa-Mir-10-P3c,Mir-10,1,20385513,20385573,-,False_location
2677,Bos_taurus,Hsa-Mir-154-P20-v1,Mir-154,21,65949537,65949589,+,False_location
2678,Bos_taurus,Hsa-Mir-219-P2-as,Mir-219,11,98985289,98985352,+,False_location
2679,Bos_taurus,Hsa-Mir-154-P24,Mir-154,21,65937983,65938041,+,False_location
2680,Bos_taurus,Hsa-Mir-10-P3a,Mir-10,15,32763913,32763974,-,False_location
2681,Bos_taurus,Hsa-Mir-154-P21,Mir-154,21,65935014,65935076,+,False_location
2682,Bos_taurus,Hsa-Mir-96-P2,Mir-96,4,93591446,93591510,-,False_location
2683,Bos_taurus,Hsa-Mir-766,Mir-766,X,3993741,3993799,-,False_chromo
2684,Bos_taurus,Hsa-Mir-1287,Mir-1287,26,19476982,19477042,-,False_chromo
2685,Bos_taurus,Hsa-Mir-132-P2,Mir-132,19,23071155,23071216,-,False_location
2686,Bos_taurus,Hsa-Mir-450-P1,Mir-450,X,18236396,18236452,-,False_location
2687,Bos_taurus,Hsa-Mir-17-P2a,Mir-17,12,65689564,65689626,+,False_location
2688,Bos_taurus,Hsa-Mir-423,Mir-423,19,21238022,21238079,+,False_location
2689,Bos_taurus,Hsa-Mir-489-v1,Mir-489,4,10822882,10822941,-,False_location
2690,Bos_taurus,Hsa-Mir-3187,Mir-3187,7,43379441,43379496,+,False_chromo
2691,Bos_taurus,Hsa-Mir-136-v1,Mir-136,21,65782383,65782437,+,False_location
2692,Bos_taurus,Hsa-Mir-124-P3-v1,Mir-124,13,54355353,54355412,-,False_location
2693,Bos_taurus,Hsa-Mir-506-P4a2,Mir-506,X,30024788,30024845,-,False_chromo
2694,Bos_taurus,Hsa-Mir-92-P2a,Mir-92,6,12981075,12981133,+,False_location
2695,Bos_taurus,Hsa-Mir-1251,Mir-1251,5,61701396,61701453,+,False_location
2696,Bos_taurus,Hsa-Mir-103-P1,Mir-103,20,312543,312602,-,False_location
2697,Bos_taurus,Hsa-Mir-331,Mir-331,5,24946435,24946489,+,False_location
2698,Bos_taurus,Hsa-Mir-328,Mir-328,18,34837727,34837788,-,False_location
2699,Bos_taurus,Hsa-Mir-599,Mir-599,14,64795514,64795571,+,False_location
2700,Bos_taurus,Hsa-Mir-451,Mir-451,19,20238539,20238580,-,False_location
2701,Bos_taurus,Hsa-Mir-126-v2,Mir-126,11,104085480,104085537,+,False_location
2702,Bos_taurus,Hsa-Mir-149,Mir-149,3,119882812,119882872,+,False_location
2703,Bos_taurus,Hsa-Mir-340,Mir-340,7,1249038,1249101,+,False_location
2704,Bos_taurus,Hsa-Mir-199-P1-v3,Mir-199,11,98855761,98855821,-,False_location
2705,Bos_taurus,Hsa-Mir-875,Mir-875,14,64795369,64795424,+,False_location
2706,Bos_taurus,Hsa-Mir-105-P2,Mir-105,X,34769268,34769325,-,False_location
2707,Bos_taurus,Hsa-Mir-670,Mir-670,15,73648236,73648298,+,False_location
2708,Bos_taurus,Hsa-Mir-17-P1b,Mir-17,X,17976339,17976397,-,False_location
2709,Bos_taurus,Hsa-Mir-935-v1,Mir-935,18,61651412,61651470,+,False_location
2710,Bos_taurus,Hsa-Mir-196-P2,Mir-196,5,26040804,26040862,-,False_location
2711,Bos_taurus,Hsa-Mir-345,Mir-345,21,65217726,65217782,+,False_location
2712,Bos_taurus,Hsa-Mir-1307,Mir-1307,26,23985877,23985938,-,False_location
2713,Bos_taurus,Hsa-Mir-140-v2,Mir-140,18,36962028,36962088,+,False_location
2714,Bos_taurus,Hsa-Mir-9-P3,Mir-9,21,20839141,20839200,+,False_location
2715,Bos_taurus,Hsa-Mir-150,Mir-150,18,55954139,55954195,-,False_location
2716,Bos_taurus,Hsa-Mir-450-P2,Mir-450,X,18236541,18236597,-,False_location
2717,Bos_taurus,Hsa-Mir-153-P2,Mir-153,4,118753595,118753655,-,False_location
2718,Bos_taurus,Hsa-Mir-15-P1b,Mir-15,1,107073784,107073843,-,False_location
2719,Bos_taurus,Hsa-Mir-103-P3,Mir-103,26,11256218,11256277,-,False_location
2720,Bos_taurus,Hsa-Mir-181-P2a,Mir-181,16,77762678,77762738,-,False_location
2721,Bos_taurus,Hsa-Mir-28-P3,Mir-28,29,16596087,16596154,+,False_location
2722,Bos_taurus,Hsa-Mir-335,Mir-335,4,94255095,94255151,+,False_location
2723,Bos_taurus,Hsa-Mir-34-P1,Mir-34,16,44308945,44309009,+,False_location
2724,Bos_taurus,Hsa-Mir-6715,Mir-6715,26,32830992,32831047,+,False_location
2725,Bos_taurus,Hsa-Mir-19-P1,Mir-19,12,65689711,65689767,+,False_location
2726,Bos_taurus,Hsa-Mir-124-P3-v2,Mir-124,13,54355354,54355412,-,False_location
2727,Bos_taurus,Hsa-Mir-505-v1,Mir-505,Super-Scaffold_1723_ScbfJmS_2085,5196476,5196533,+,False_chromo
2728,Bos_taurus,Hsa-Mir-505-v1,Mir-505,X,23321245,23321303,-,False_location
2729,Bos_taurus,Hsa-Mir-9-P2,Mir-9,7,88196019,88196077,-,False_location
2730,Bos_taurus,Hsa-Mir-221-P1,Mir-221,X,98126638,98126699,+,False_location
2731,Bos_taurus,Hsa-Mir-122,Mir-122,24,57588152,57588208,+,False_location
2732,Bos_taurus,Hsa-Mir-431,Mir-431,21,65778735,65778798,+,False_location
2733,Bos_taurus,Hsa-Mir-154-P3a-v1,Mir-154,21,65916119,65916173,+,False_location
2734,Bos_taurus,Hsa-Mir-148-P3,Mir-148,5,25734120,25734180,-,False_location
2735,Bos_taurus,Hsa-Mir-196-P3,Mir-196,4,68873168,68873224,+,False_location
2736,Bos_taurus,Hsa-Mir-95-P1,Mir-95,6,114336300,114336356,-,False_location
2737,Bos_taurus,Hsa-Mir-154-P36,Mir-154,21,65953906,65953958,+,False_location
2738,Bos_taurus,Hsa-Mir-203-v2,Mir-203,21,68645106,68645164,+,False_chromo
2739,Bos_taurus,Hsa-Mir-483,Mir-483,29,49418346,49418401,+,False_location
2740,Bos_taurus,Hsa-Mir-34-P2b,Mir-34,15,21817440,21817493,+,False_location
2741,Bos_taurus,Hsa-Mir-199-P3-v2,Mir-199,16,39625357,39625417,-,False_location
2742,Bos_taurus,Hsa-Mir-199-P2-v1,Mir-199,7,15283415,15283477,-,False_location
2743,Bos_taurus,Hsa-Let-7-P2c2,Let-7,5,50983056,50983132,-,False_location
2744,Bos_taurus,Hsa-Mir-15-P1a,Mir-15,12,19501072,19501130,-,False_location
2745,Bos_taurus,Hsa-Mir-196-P1,Mir-196,19,37860887,37860945,+,False_location
2746,Bos_taurus,Hsa-Mir-101-P1-v1,Mir-101,3,80335449,80335504,+,False_location
2747,Bos_taurus,Hsa-Mir-17-P1c,Mir-17,25,36355775,36355835,+,False_location
2748,Bos_taurus,Hsa-Mir-154-P22,Mir-154,21,65922475,65922531,+,False_location
2749,Bos_taurus,Hsa-Mir-133-P2-v2,Mir-133,24,34456704,34456762,+,False_location
2750,Bos_taurus,Hsa-Mir-10-P3b,Mir-10,18,57689570,57689628,+,False_location
2751,Bos_taurus,Hsa-Mir-10-P2c,Mir-10,1,20435352,20435411,-,False_location
2752,Bos_taurus,Hsa-Mir-187,Mir-187,24,21219318,21219373,+,False_location
2753,Bos_taurus,Hsa-Mir-361-v2,Mir-361,X,66328073,66328132,+,False_location
2754,Bos_taurus,Hsa-Mir-3059,Mir-3059,5,16452780,16452837,-,False_location
2755,Bos_taurus,Hsa-Mir-30-P2c,Mir-30,14,7045582,7045640,+,False_location
2756,Bos_taurus,Hsa-Mir-542-v1,Mir-542,X,18237457,18237515,-,False_location
2757,Bos_taurus,Hsa-Mir-134,Mir-134,21,65943910,65943969,+,False_location
2758,Bos_taurus,Hsa-Mir-362-P2-v2,Mir-362,X,87737937,87737997,+,False_location
2759,Bos_taurus,Hsa-Let-7-P1a,Let-7,15,32812704,32812770,-,False_location
2760,Bos_taurus,Hsa-Mir-21,Mir-21,19,10803478,10803536,+,False_location
2761,Bos_taurus,Hsa-Mir-214-v1,Mir-214,16,39619567,39619629,-,False_location
2762,Bos_taurus,Hsa-Mir-17-P3c,Mir-17,25,36355573,36355630,+,False_location
2763,Bos_taurus,Hsa-Mir-30-P2b,Mir-30,3,105457765,105457825,-,False_location
2764,Bos_taurus,Hsa-Mir-26-P3,Mir-26,22,11420454,11420513,+,False_location
2765,Bos_taurus,Hsa-Mir-885,Mir-885,22,54438300,54438353,-,False_location
2766,Bos_taurus,Hsa-Mir-154-P30,Mir-154,21,65915955,65916009,+,False_location
2767,Bos_taurus,Hsa-Mir-154-P26,Mir-154,21,65916417,65916473,+,False_location
2768,Bos_taurus,Hsa-Mir-133-P3-v2,Mir-133,23,24571313,24571370,+,False_location
2769,Bos_taurus,Hsa-Mir-142-v4,Mir-142,19,9301443,9301505,-,False_location
2770,Bos_taurus,Hsa-Mir-874,Mir-874,7,49091405,49091462,-,False_location
2771,Bos_taurus,Hsa-Mir-29-P2a,Mir-29,4,94636850,94636913,-,False_location
2772,Bos_taurus,Hsa-Mir-8-P1b,Mir-8,5,103498836,103498900,-,False_location
2773,Bos_taurus,Hsa-Mir-491,Mir-491,8,23698543,23698598,-,False_location
2774,Bos_taurus,Hsa-Mir-101-P1-v2,Mir-101,3,80335448,80335505,+,False_location
2775,Bos_taurus,Hsa-Mir-3085,Mir-3085,26,19015686,19015746,-,False_chromo
2776,Bos_taurus,Hsa-Mir-137-P1-v1,Mir-137,3,45241111,45241168,+,False_location
2777,Bos_taurus,Hsa-Mir-188-P3,Mir-188,X,87740092,87740149,+,False_location
2778,Bos_taurus,Hsa-Mir-154-P17,Mir-154,21,65934206,65934262,+,False_location
2779,Bos_taurus,Hsa-Mir-1911,Mir-1911,X,63096210,63096267,+,False_location
2780,Bos_taurus,Hsa-Mir-676,Mir-676,X,80422817,80422864,-,False_chromo
2781,Bos_taurus,Hsa-Mir-361-v1,Mir-361,X,66328072,66328133,+,False_location
2782,Bos_taurus,Hsa-Mir-490,Mir-490,4,100636708,100636766,+,False_location
2783,Bos_taurus,Hsa-Mir-186,Mir-186,3,74160347,74160406,+,False_location
2784,Bos_taurus,Hsa-Mir-342,Mir-342,21,65057664,65057728,+,False_location
2785,Bos_taurus,Hsa-Mir-194-P1,Mir-194,29,43114583,43114639,-,False_location
2786,Bos_taurus,Hsa-Mir-362-P2-v1,Mir-362,X,87737937,87737997,+,False_location
2787,Bos_taurus,Hsa-Mir-221-P2,Mir-221,X,98125948,98126010,+,False_location
2788,Bos_taurus,Hsa-Mir-203-v1,Mir-203,21,68645106,68645164,+,False_chromo
2789,Bos_taurus,Hsa-Mir-505-v2,Mir-505,Super-Scaffold_1723_ScbfJmS_2085,5196476,5196533,+,False_chromo
2790,Bos_taurus,Hsa-Mir-505-v2,Mir-505,X,23321245,23321303,-,False_location
2791,Bos_taurus,Hsa-Mir-144,Mir-144,19,20238702,20238758,-,False_location
2792,Bos_taurus,Hsa-Mir-202,Mir-202,26,25761627,25761683,+,False_location
2793,Bos_taurus,Hsa-Mir-154-P3b,Mir-154,21,65945375,65945430,+,False_location
2794,Bos_taurus,Hsa-Mir-1-P3,Mir-1,23,24567217,24567275,+,False_location
2795,Bos_taurus,Hsa-Mir-192-P2,Mir-192,16,23607655,23607714,-,False_location
2796,Bos_taurus,Hsa-Mir-137-P1-v2,Mir-137,3,45241111,45241169,+,False_location
2797,Bos_taurus,Hsa-Mir-29-P1b,Mir-29,16,75577622,75577678,+,False_location
2798,Bos_taurus,Hsa-Mir-29-P1b,Mir-29,16,75660929,75660985,+,False_location
2799,Bos_taurus,Hsa-Mir-139,Mir-139,15,52174696,52174754,-,False_location
2800,Bos_taurus,Hsa-Mir-425,Mir-425,22,50971474,50971535,+,False_location
2801,Bos_taurus,Hsa-Mir-138-P2,Mir-138,18,24910581,24910648,+,False_location
2802,Bos_taurus,Hsa-Mir-10-P2b,Mir-10,18,57688895,57688953,+,False_location
2803,Bos_taurus,Hsa-Mir-153-P1,Mir-153,2,107240966,107241025,-,False_location
2804,Bos_taurus,Hsa-Mir-1301,Mir-1301,11,73985199,73985255,+,False_location
2805,Bos_taurus,Hsa-Mir-511,Mir-511,13,32277314,32277360,+,False_chromo
2806,Bos_taurus,Hsa-Mir-430-P2,Mir-430,6,12980222,12980282,+,False_location
2807,Bos_taurus,Hsa-Mir-96-P1,Mir-96,4,93595936,93595999,-,False_location
2808,Bos_taurus,Hsa-Mir-7-P2,Mir-7,21,19582955,19583014,+,False_location
2809,Bos_taurus,Hsa-Mir-130-P2a,Mir-130,19,10121305,10121364,-,False_location
2810,Bos_taurus,Hsa-Mir-143,Mir-143,7,60812141,60812194,+,False_location
2811,Bos_taurus,Hsa-Mir-154-P16,Mir-154,21,65940522,65940578,+,False_location
2812,Bos_taurus,Hsa-Mir-504-v1,Mir-504,Super-Scaffold_1723_ScbfJmS_2085,6428220,6428277,+,False_chromo
2813,Bos_taurus,Hsa-Mir-504-v1,Mir-504,X,22089371,22089429,-,False_location
2814,Bos_taurus,Hsa-Mir-455,Mir-455,8,103437412,103437468,+,False_location
2815,Bos_taurus,Hsa-Let-7-P2a3,Let-7,X,90986555,90986625,-,False_location
2816,Bos_taurus,Hsa-Mir-95-P2,Mir-95,X,76925587,76925641,+,False_location
2817,Bos_taurus,Hsa-Mir-24-P2,Mir-24,8,81617798,81617856,+,False_location
2818,Bos_taurus,Hsa-Mir-154-P14,Mir-154,21,65954051,65954104,+,False_location
2819,Bos_taurus,Hsa-Mir-330-v1,Mir-330,18,53226516,53226579,-,False_location
2820,Bos_taurus,Hsa-Mir-362-P4,Mir-362,X,87742036,87742094,+,False_location
2821,Bos_taurus,Hsa-Mir-181-P1b,Mir-181,11,95709010,95709068,+,False_location
2822,Bos_taurus,Hsa-Mir-15-P2d,Mir-15,X,18242411,18242473,-,False_location
2823,Bos_taurus,Hsa-Mir-10-P1b-v1,Mir-10,2,20762761,20762822,-,False_location
2824,Bos_taurus,Hsa-Mir-224,Mir-224,X,34446942,34447010,-,False_location
2825,Bos_taurus,Hsa-Mir-135-P3,Mir-135,16,3197455,3197515,-,False_location
2826,Bos_taurus,Hsa-Mir-324,Mir-324,19,26938018,26938074,-,False_location
2827,Bos_taurus,Hsa-Mir-218-P2,Mir-218,20,554567,554630,-,False_location
2828,Bos_taurus,Hsa-Mir-29-P1a,Mir-29,4,94636468,94636527,-,False_location
2829,Bos_taurus,Hsa-Mir-652,Mir-652,X,58480904,58480964,+,False_location
2830,Bos_taurus,Hsa-Mir-1298,Mir-1298,X,63075822,63075894,+,False_location
2831,Bos_taurus,Hsa-Mir-383-v1,Mir-383,27,22249023,22249083,+,False_location
2832,Bos_taurus,Hsa-Mir-184,Mir-184,21,25438425,25438484,+,False_location
2833,Bos_taurus,Hsa-Mir-370,Mir-370,21,65808195,65808250,+,False_location
2834,Bos_taurus,Hsa-Mir-181-P2b,Mir-181,11,95710202,95710260,+,False_location
2835,Bos_taurus,Hsa-Mir-34-P3a,Mir-34,20,23943327,23943387,+,False_location
2836,Bos_taurus,Hsa-Mir-744,Mir-744,19,30697367,30697443,+,False_location
2837,Bos_taurus,Hsa-Mir-132-P1,Mir-132,19,23070728,23070785,-,False_location
2838,Bos_taurus,Hsa-Mir-15-P2a,Mir-15,12,19500926,19500990,-,False_location
2839,Bos_taurus,Hsa-Mir-338-P1-as,Mir-338,19,51569633,51569695,-,False_location
2840,Bos_taurus,Hsa-Mir-188-P2,Mir-188,X,87724747,87724804,+,False_location
2841,Bos_taurus,Hsa-Mir-32,Mir-32,8,98629026,98629087,-,False_location
2842,Bos_taurus,Hsa-Mir-935-v2,Mir-935,18,61651412,61651470,+,False_location
2843,Bos_taurus,Hsa-Let-7-P2a1,Let-7,8,85450401,85450471,+,False_location
2844,Bos_taurus,Hsa-Mir-147-v2,Mir-147,10,65015868,65015925,-,False_location
2845,Bos_taurus,Hsa-Mir-17-P3b,Mir-17,X,17975938,17975998,-,False_location
2846,Bos_taurus,Hsa-Mir-193-P2a,Mir-193,19,18461524,18461584,-,False_location
2847,Bos_taurus,Hsa-Mir-128-P2,Mir-128,22,9705228,9705284,+,False_location
2848,Bos_taurus,Hsa-Mir-26-P2,Mir-26,5,55652085,55652143,+,False_location
2849,Bos_taurus,Hsa-Mir-127,Mir-127,21,65780710,65780764,+,False_location
2850,Bos_taurus,Hsa-Mir-346,Mir-346,28,41000089,41000148,-,False_location
2851,Bos_taurus,Hsa-Mir-199-P1-v1,Mir-199,11,98855761,98855821,-,False_location
2852,Bos_taurus,Hsa-Mir-6529,Mir-6529,1,64851612,64851672,-,False_location
2853,Bos_taurus,Hsa-Mir-10-P1b-v2,Mir-10,2,20762762,20762821,-,False_location
2854,Bos_taurus,Hsa-Mir-197,Mir-197,3,33850286,33850346,-,False_location
2855,Bos_taurus,Hsa-Mir-124-P2-v1,Mir-124,14,29124377,29124434,+,False_location
2856,Bos_taurus,Hsa-Mir-188-P1,Mir-188,X,87725069,87725127,+,False_location
2857,Bos_taurus,Hsa-Mir-205-P1,Mir-205,16,73900711,73900769,-,False_location
2858,Bos_taurus,Hsa-Mir-154-P4b,Mir-154,21,65917466,65917835,+,False_location
2859,Bos_taurus,Hsa-Mir-30-P1a,Mir-30,9,10532174,10532236,-,False_location
2860,Bos_taurus,Hsa-Mir-34-P2a,Mir-34,15,21816740,21816797,+,False_location
2861,Bos_taurus,Hsa-Mir-92-P1a,Mir-92,12,65690127,65690184,+,False_location
2862,Bos_taurus,Hsa-Mir-154-P12,Mir-154,21,65954525,65954579,+,False_location
2863,Bos_taurus,Hsa-Mir-148-P1,Mir-148,4,69949484,69949542,+,False_location
2864,Bos_taurus,Hsa-Mir-29-P2b-v1,Mir-29,16,75577055,75577117,+,False_location
2865,Bos_taurus,Hsa-Mir-29-P2b-v1,Mir-29,16,75660383,75660445,+,False_location
2866,Bos_taurus,Hsa-Mir-19-P2a,Mir-19,12,65690010,65690069,+,False_location
